"Official_ID","Name","Name_Cyrillic","Territory","Role","Level","Location","Year_Start","Year_End","Status","Origin"
"OFC-729","Dmitry Aleksandrovich POLKOVNIKOV","Дмитрий Александрович ПОЛКОВНИКОВ","Crimea","Director of Crimea Patriot Centre (also known as “Krympatriotcentr”)","Regional","Crimea","2022","2024","No","Born in Kostroma, Russia"
"OFC-730","Elena Nikolaevna SHISHKINA","Елена Николаевна ШИШКИНА","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","","Yes","Ukrainian-born, collaborator"
"OFC-731","Anton Robertovich TITSKIY","Антон Робертович ТИЦКИЙ","Zaporizhzhia Oblast","since January 2024 he has been the so-called “First Deputy Governor of the Zaporizhzhia Oblast”.
since July 2022 so-called “Minister of Youth Police of Zaporizhzhia Oblast”","Regional","Zaporizhzhia Oblast","2024","","Yes","From Russia (Government of the Russian Federation), born in Volgograd"
"OFC-732","Aleksandr Aleksandrovich OPRISCHENKO","Александр Александрович ОПРИЩЕНКО","DPR","Former so-called “Acting Minister of Health” of the so-called “Donetsk People’s Republic” and current “First Deputy Minister of Healthcare” of the so-called “Donetsk People’s Republic”","Regional","Donetsk","2022","","Unknown","Donetsk region"
"OFC-733","Konstantin Alexandrovich KUZMIN","Константин Александрович КУЗЬМИН","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2014","","Yes","Donetsk region"
"OFC-734","Yaroslav Gennadievich ANIKA","Ярослав Геннадьевич АНИКА","DPR","Former Member of the so-called ""People’s Council"" of the so-called ""Donetsk People’s Republic""","Regional","Donetsk","2014","2023","No","Ukrainian-born, collaborator"
"OFC-736","Alexander Alexandrovich BONDARENKO","Александр Александрович БОНДАРЕНКО","DPR","Minister of transport of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2024","","Yes",""
"OFC-737","Mikhail Artemovich GOLUBOVICH","Михаил Артемович ГОЛУБОВИЧ","LNR","Minister of Youth Policy of the so-called Luhansk People’s Republic","Regional","Luhansk","2025","","Yes","Ukrainian-born, collaborator"
"OFC-739","Rustam Ilmirovich TEMIRGALIEV","Рустам Ильмирович ТЕМИРГАЛИЕВ","Crimea","Former Deputy Prime Minister of Crimea.
On 11 June 2014, he resigned from his function as ‘First Deputy Prime Minister’ of the so-called ‘Republic of Crimea’. 
Former General Director of the Managing","Regional","Crimea","2013","2014","No","Born in Ulan-Ude, Russia"
"OFC-740","Natalia Vladimirovna POKLONSKAYA","Наталья Владимировна ПОКЛОНСКАЯ","Crimea","Prosecutor in Crimea. Former Deputy head of the Federal Agency for Compatriots Living Abroad (CIS), and International Humanitarian Cooperation (Rossotrudnichestvo). Adviser to the Prosecutor-General of Russia since June 20","Regional","Crimea","2014","2016","No","Luhansk region"
"OFC-741","Oleg Yevgenyvich BELAVENTSEV","Олег Евгеньевич БЕЛАВЕНЦЕВ","Crimea","Former Plenipotentiary Representative of the President of the Russian Federation into the so-called ‘Crimean Federal District’. Former non-permanent member of the Russian Security Council. Former Plen","Regional","Crimea","2014","2016","No","Born in Pskov oblast, Russia"
"OFC-742","Oleg Genrikhovich SAVELYEV","Олег Генрихович САВЕЛЬЕВ","Crimea","Former Minister for Crimean Affairs. Responsible for the integration","Regional","Crimea","2014","2015","No","Born in St Petersburg, Russia"
"OFC-743","Sergey Vadimovich ABISOV","Сергей Вадимович АБИСОВ","Crimea","Assistant for the so-called  “Head of the Republic of Crimea”. Dismissed as so-called “Minister of Interior of the Republic of Crimea” in June 2018 and former aide to the ‘Chairman’ of the Council of","Regional","Crimea","2014","2018","No","Born in Simferopol, Crimea."
"OFC-744","Igor STRELKOV","Игорь Стрелков","DPR","Staff of Main Intelligence Directorate of the General Staff of the Armed Forces of the Russian Federation (GRU). Assistant on security issues to Sergey Aksionov, self- proclaimed prime-minister of Cri","Regional","","2014","2024","No","From Russia (GRU, Russian military intelligence)"
"OFC-745","Igor Evgenevich KAKIDZYANOV","Игорь Евгеньевич Хакимзянов","DPR","One of the leaders of armed forces of the self- proclaimed ‘Donetsk People's Republic’. Minister of Defense of DPR.","Regional","Donetsk","2014","2018","No","Donetsk region"
"OFC-746","Olga Fyodorovna KOVITIDI","Ольга Фёдоровна Ковитиди","Crimea","Former member of the Russian Federation Council from the annexed Autonomous “Republic of Crimea” since 2014, reappointed in 2019.
Member of the Federation Council Committee on Constitutional Legislati","Regional","Moscow","2014","2024","No","Born in Simferopol, Crimea."
"OFC-747","Ekaterina Yurievna GUBAREVA","Екатерина Юрьевна ГУБАРЕВА","DPR","“Deputy head of military-civil administration in Kherson region” between June 2022 and December 2022. Former Member of the so-called “People's Council” of the “Donetsk People's Republic” (until Novemb","Regional","Kherson Oblast","2022","2022","No","Born in Kherson region, Ukraine"
"OFC-748","Miroslav Vladimirovich RUDENKO","Мирослав Владимирович РУДЕНКО","DPR","Associated with the ‘Donbass People’s Militia’. Member of the so-called ‘People’s Council of the Donetsk People’s Republic’ Committee on Education, Science and Culture.","Regional","Donetsk","2014","2023","No","Donetsk region"
"OFC-749","Aleksandr Yurevich BORODAI","Александр Юрьевич БОРОДАЙ","DPR","Former so-called ‘Prime Minister of the Donetsk People’s Republic’; Chairman of the Board of the Union of Volunteers of Donbass. Involved actively in recruitment and training of ‘volunteers’ sent to f","Regional","Donetsk","2014","2014","No","Born in Moscow"
"OFC-750","Roman Viktorovich LYAGIN","Роман Викторович ЛЯГИН","DPR","Former head of the “Donetsk People’s Republic” Central Electoral Commission. Former “Minister of Labour and Social Policy”.","Regional","Donetsk","2014","2016","No","Donetsk region"
"OFC-751","Aleksandr Vitalievich KHRYAKOV","Александр Витальевич ХРЯКОВ","DPR","Former so-called ‘Information and Mass Communications Minister’ of the ‘Donetsk People’s Republic’. Currently a member of the so-called ‘People’s Council’ of the ‘Donetsk People’s Republic’ Committee","Regional","Donetsk","2014","","Yes","Donetsk region"
"OFC-752","Aleksandr Sergeevich KHODAKOVSKII","Александр Сергеевич ХОДАКОВСКИЙ","DPR","Deputy Head of the Main Directorate of the Federal Service of National Guard Troops of the Russian Federation for the Donetsk People’s Republic","Regional","Donetsk","2023","","Yes","Donetsk region"
"OFC-753","Boris Alekseevich LITVINOV","Борис Алексеевич ЛИТВИНОВ","DPR","First Secretary of the Committee of the Donetsk Regional Branch of the Communist Party of the Russian Federation","Regional","Donetsk","2022","","Yes","Donetsk region"
"OFC-754","Marat Faatovich BASHIROV","Марат Фаатович Баширов","LNR","Second Chairman of the Council of Ministers of the so-called 'Luhansk People’s Republic'.","Regional","Luhansk","2014","2014","No","Born in Izhevsk, Russia"
"OFC-755","Igor Venediktovich PLOTNITSKII","Игорь Венедиктович ПЛОТНИЦКИЙ","LNR","Former so-called ‘Defence Minister’ and former so- called ‘Head’ of the ‘Luhansk People's Republic’. Former Special Envoy of the so-called ‘Luhansk People's Republic’ on Minsk implementation.","Regional","Luhansk","2014","2022","No","Born in Chernivtsi region, Ukraine"
"OFC-756","Vladimir Petrovich KONONOV","Владимир Петрович КОНОНОВ","DPR","As of 14 August 2014, he replaced Igor Strelkov/Girkin, as the so-called ‘Defence minister’ of the ‘Donetsk People's Republic’. Dismissed as so-called “Defence minister” in September 2018. Chief of th","Regional","Donetsk","2014","2018","No","Luhansk region"
"OFC-757","Aleksey Vyacheslavovich KARYAKIN","Алексей Вячеславович КАРЯКИН","LNR","Until 25 March 2016 so-called ‘Supreme Council Chair of the Luhansk People’s Republic’. Currently Chairman of the so-called ‘Public Chamber of the Luhansk People’s Republic’.","Regional","Luhansk","2014","","Unknown","Local collaborator (Luhansk-based)"
"OFC-758","Vladimir Viktorovich PAVLENKO","Владимир Викторович ПАВЛЕНКО","DPR","Former so-called ‘Minister of State Security’ of the so-called ‘Donetsk People's Republic’","Regional","Donetsk","2015","","Yes","Donetsk region"
"OFC-759","Aleksandr Igorevich KOFMAN","Александр Игоревич КОФМАН","DPR","Former so-called “Foreign Minister” and so-called “First deputy speaker” of the “Parliament” of the “Donetsk People's Republic”. Stood as a candidate in the so-called illegal “elections” of 2 November","Regional","Donetsk","2014","2016","No","Born in Makiivka, Ukraine"
"OFC-760","Ekaterina Vladimirovna FILIPPOVA","Екатерина Владимировна Филиппова","DPR","Former so-called ‘Minister of Justice’ of the so-called ‘Donetsk People’s Republic’. Former Director for the Department for the organisation of work of the so-called 'Council of Ministers of the Donet","Regional","Donetsk","2014","2015","No","Donetsk region"
"OFC-761","Eduard Aleksandrovich BASURIN","Эдуард Александрович БАСУРИН","DPR","Former Deputy Defence Minister of the so-called “Donetsk People’s Republic”. Spokesperson and Deputy Head of the ‘People’s Militia’ of the so-called ‘Donetsk People’s Republic’. Former Deputy Head and","Regional","Donetsk","2014","2023","No","Donetsk region"
"OFC-762","Sergey Yurevich TAMBOV","Сергей Юрьевич ТАМБОВ","LNR","Commander of the Moscow Military District (since May 2024).
Former Commander of the Russian Southern Military District. Former Chief of Staff and  former First Deputy Commander of the Russian Southern","Regional","","","","Unknown","From Russia (Russian Armed Forces)"
"OFC-763","Darya Vasilievna MOROZOVA","Дарья Васильевна МОРОЗОВА","DPR","Commissioner of Human Rights of the so-called “Donetsk People’s Republic”","Regional","Donetsk","2019","","Yes","Ukrainian-born, collaborator"
"OFC-764","Igor Vladimirovich KOSTENOK","Игорь Владимирович КОСТЕНОК","DPR","Former so-called “Minister of Education” of the “Donetsk People’s Republic”","Regional","","2014","2015","No","Ukrainian-born, collaborator"
"OFC-765","Vladimir Iurievici ANTIUFEEV","Владимир Юрьевич АНТИУФЕЕВ","DPR","Former 'Minister of State Security' in the separatist region of Transnistria. Former vice-prime minister of the 'Donetsk People's Republic', responsible for security and law enforcement. Board member","Regional","Donetsk","2014","2014","No","From Russia (Soviet/Russian military security background)"
"OFC-766","Vladimir Anatolievich BIDEVKA","Владимир Анатольевич Бидёвка","DPR","“Chairperson” of the so-called “People's Council” of the so-called “Donetsk People's Republic”.","Regional","Donetsk","2018","2023","No","Donetsk region"
"OFC-767","Sergey Alexandrovich KARYAKIN","Сергей Александрович КАРЯКИН","Crimea","Senator of the Federation Council from the illegally annexed “Republic of
Crimea”","Regional","Moscow","2024","","Yes","Born in Simferopol, Crimea."
"OFC-768","Dmitry Nikolayevich VORONA","Дмитрий Николаевич ВОРОНА","Crimea","Senator of the Russian Federation — representative for the Zaporizhzhia Oblast in the Federation Council of Russia.","Regional","Moscow","2022","","Yes","Donetsk region"
"OFC-769","Vladimir Alexandrovich BESPALOV","Владимир Александрович БЕСПАЛОВ","Kherson Oblast","Former so-called Minister of Domestic Policy of the Kherson Civil-Military Administration (appointed to by the government of 
the Russian Federation on 4 July 2022)","Regional","Kherson Oblast","2022","","Unknown","From Russia (Government of the Russian Federation), born in Kaliningrad"
"OFC-770","Lyubomir Evgenevich PUSHKIN","Любомир (Андрей)  Евгеньевич ПУШКИН","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2014","2023","No","Donetsk region"
"OFC-772","Aleksandr Yurievich TIMOFEEV","Александр Юрьевич ТИМОФЕЕВ","DPR","Former so-called “Minister of Finance and Taxes” of the “Donetsk People's Republic”. Dismissed as so-called “Minister of Finance and Taxes” in September 2018.","Regional","Donetsk","2014","2018","No","Born in Stavropol Krai, Russia"
