Official ID,Name (Latin),Name (Cyrillic),Territory,Role / Position,Level,Location,Year Start,Year End,Still in Post?,Origin,Career Before,Career After,Links to Other Officials,Links to Russian State Bodies,Business / Economic Connections,Military Connections,Notes on Role
OFC-805,Kuzmin Konstantin Aleksandrovich,Кузьмин Константин Александрович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2014,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-806,Mineev Vladimir Konstantinovich,Минеев Владимир Константинович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,"Donetsk-based local politician, born in Yekaterinburg, Russia",,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-807,Mikhaylova Yuliya Valentinovna,Михайлова Юлия Валентиновна,DPR,Deputy of DPR People's Council,Regional,Donetsk,2018,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-808,Burtseva Natalya Nikolaevna,Бурцева Наталья Николаевна,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-810,Mikhalev Sergey Aleksandrovich,Михалев Сергей Александрович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-811,Skablyuk Vadim Stanislavovich,Скаблюк Вадим Станиславович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-812,Paretskiy Aleksandr Aleksandrovich,Парецкий Александр Александрович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-813,Arutinova Olga Mikhaylovna,Арутинова Ольга Михайловна,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-815,Ichenko Andrey Aleksandrovich,Иченко Андрей Александрович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-816,Zheleznyak Evgeniy Vladimirovich,Железняк Евгений Владимирович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-817,Pashkov Igor Valentinovich,Пашков Игорь Валентинович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2018,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-820,Dikiy Dmitriy Alekseevich,Дикий Дмитрий Алексеевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-821,Shvets Maksim Nikolaevich,Швец Максим Николаевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-822,Morozov Vadim Aleksandrovich,Морозов Вадим Александрович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-823,Filatov Andrey Dmitrievich,Филатов Андрей Дмитриевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-824,Shemsedinov Shayda Abdullakhovich,Шемсединов Шайда Абдуллахович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-825,Mashkov Denis Valerevich,Машков Денис Валерьевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-826,Peshne Dmitriy Valerievich,Пешне Дмитрий Валериевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-827,Chernikov Aleksandr Aleksandrovich,Черников Александр Александрович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-829,Muratov Aleksey Valentinovich,Муратов Алексей Валентинович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-830,Pleten Dmitriy Anatolevich,Плетень Дмитрий Анатольевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-831,Voloshin Aleksandr Viktorovich,Волошин Александр Викторович,DPR,Senator of the Russian Federation — representative of the People’s Council of the DPR in the Federation Council of Russia,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,Former Deputy of DPR People's Council.,,,DPR People's Council; United Russia party.,,,
OFC-832,Bratkovskiy Miron Leonidovich,Братковский Мирон Леонидович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-833,Pyatibratov Petr Vladimirovich,Пятибратов Петр Владимирович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-834,Shaparev Denis Vladimirovich,Шапарев Денис Владимирович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-836,Kulbatskaya Klavdiya Yurevna,Кульбацкая Клавдия Юрьевна,DPR,Deputy of DPR People's Council,Regional,Donetsk,2014,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-837,Dobrovolskiy Sergey Sergeevich,Добровольский Сергей Сергеевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-838,Belashev Evgeniy Alekseevich,Белашев Евгений Алексеевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-839,Bedilo Andrey Nikolaevich,Бедило Андрей Николаевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-841,Kaplyanok Marina Gennadevna,Каплянок Марина Геннадьевна,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-843,Gridenko Aleksandr Sergeevich,Гриденко Александр Сергеевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-844,Yarosh Sergey Anatolevich,Ярош Сергей Анатольевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-847,Shimanovskiy Pyotr Vitalevich,Шимановский Пётр Витальевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2014,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR. Pause during 2018-2023.
OFC-848,Rymar Mikhail Anatolevich,Рымарь Михаил Анатольевич,DPR,Deputy of DPR People's Council,Regional,Donetsk,2023,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-849,Matrus Igor Viktorovich,Матрус Игорь Викторович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2018,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-850,Pokintelitsa Yuriy Ivanovich,Покинтелица Юрий Иванович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2018,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-851,Popova Irina Vasilevna,Попова Ирина Васильевна,DPR,Deputy of DPR People's Council,Regional,Donetsk,2018,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
OFC-852,Malkov Aleksandr Viktorovich,Мальков Александр Викторович,DPR,Deputy of DPR People's Council,Regional,Donetsk,2014,,Yes,Donetsk-based local politician,,,,DPR People's Council; United Russia party.,,,Deputy of the DPR People's Council representing United Russia faction — elected to Russian-controlled occupation legislature in the DPR.
