date,quarter,channel,region_group,hub_themes,topics,summary,media_type
2026-01-30,Q1-2026,Donrf,Donetsk (DPR);Zaporizhzhia,Front / SVO (non-Hub),,Reports Russian forces captured Berestok in Donetsk and Ternovate in Zaporizhzhia oblast.,text post
2026-01-30,Q1-2026,Donrf,Zaporizhzhia,Front / SVO (non-Hub),,Reports Russian forces took control of Richne settlement in Zaporizhzhia oblast.,text post
2026-01-30,Q1-2026,FRONTовые Zаметки,Zaporizhzhia,Front / SVO (non-Hub),,Reports Russian forces captured Berystok and Ternovatoe; took control of Rechne in Zaporizhzhia oblast.,text post
2026-01-30,Q1-2026,Media Малькевич 🇷🇺,Crimea/Sevastopol,,,Commentary on internal patriot disputes and notes posts cannot be deleted from internet; declines to conduct naming poll.,text post
2026-01-30,Q1-2026,PolitWera,Kherson;Zaporizhzhia,,,"Discusses speculation about Ukrainian troop withdrawal from Donetsk, Luhansk, Kherson and Zaporizhzhia.",video/audio transcript
2026-01-30,Q1-2026,Sputnik Ближнее зарубежье,Zaporizhzhia,Front / SVO (non-Hub),,Announces Russian forces captured Ternovate at Zaporizhzhia and Dnipropetrovsk border.,text post
2026-01-30,Q1-2026,Sputnik Ближнее зарубежье,Zaporizhzhia,,,Reports activities or developments in occupied territories.,video/audio transcript
2026-01-30,Q1-2026,V Z - ВЗГЛЯД.РУ,Zaporizhzhia,Front / SVO (non-Hub),,Russian defence ministry claims liberation of Ternopillia in Zaporizhzhia and Beresток in Donetsk.,text post
2026-01-30,Q1-2026,WarDonbass,Zaporizhzhia,Accountability and Legal;Front / SVO (non-Hub),,Details strike chronology across Ukraine from 29-30 January 2026 with multiple locations in Zaporizhzhia oblast.,text post
2026-01-30,Q1-2026,ZERGULIO🇷🇺,Crimea/Sevastopol,Civilian Life,,Features positive traveller commentary on Sevastopol public transport cleanliness and safety.,text post
2026-01-30,Q1-2026,Zvezdanews,Zaporizhzhia,Front / SVO (non-Hub),,"Russian defence ministry claims liberation of Beresток in Donetsk, Richne and Ternopillia in Zaporizhzhia.",text post
2026-01-30,Q1-2026,АГС_Донбасса,Donetsk (DPR),,,Advertises auto sales with favourable trade-in terms for residents of annexed territories.,text post
2026-01-30,Q1-2026,Андрей Медведев,Crimea/Sevastopol,,,Posts angry statement threatening accountability for actions concerning Sevastopol.,video/audio transcript
2026-01-30,Q1-2026,Арбалет Z Говорит,Crimea/Sevastopol,,,Reports UN Secretary-General states self-determination principle does not apply to Crimea and Donbas unlike Greenland.,text post
2026-01-30,Q1-2026,Блокнот Россия 18+,Crimea/Sevastopol,,,Photo essay depicts winter landscape of snow-covered Sevastopol.,text post
2026-01-30,Q1-2026,Большая игра,Kherson,,,Reports Russian rocket forces striking military targets across Ukrainian regions; lists weekly attack report.,video/audio transcript
2026-01-30,Q1-2026,Большая игра,Zaporizhzhia,Front / SVO (non-Hub),,"Reports Russian forces captured Berestok in Donetsk, Ternovatoe in Zaporizhzhia oblast, and Richne in Zaporizhzhia oblast same day.",video/audio transcript
2026-01-30,Q1-2026,Большая игра,Zaporizhzhia,Front / SVO (non-Hub),,"Reports Russian defence ministry confirmed seizure of Berestok, Ternovata, and Richne.",video/audio transcript
2026-01-30,Q1-2026,ВЯЧЕСЛАВ НИКОНОВ,Crimea/Sevastopol,,,Reports UN Secretary-General claims self-determination principle does not apply to Crimea or Donbas.,text post
2026-01-30,Q1-2026,Вести в 20:00,Kherson;Zaporizhzhia,,,Reports Russian government services centres opened in annexed territories including Kherson oblast.,video/audio transcript
2026-01-30,Q1-2026,Время покажет,Crimea/Sevastopol,,,Trivial fragment confirming Crimea in conversation; no content.,video/audio transcript
2026-01-30,Q1-2026,Главное. Харцызск. (Корпункт ТК ОПЛОТ),Crimea/Sevastopol;Zaporizhzhia,Governance,,Bus station manager describes transport operation covering routes to Berdyansk and other territories with vehicle safety checks.,video/audio transcript
2026-01-30,Q1-2026,Главное: Горловка! (корпункт ТК ОПЛОТ),Donetsk (DPR),,,Decorated DNR Interior Ministry officers received Russian Federation and DNR state awards.,video/audio transcript
2026-01-30,Q1-2026,Два майора,Donetsk (DPR),,,Drone battalion claims to have destroyed Ukrainian M113 armoured personnel carrier.,text post
2026-01-30,Q1-2026,Донбасс Сейчас,Donetsk (DPR),Education and Militarisation,,Announces free dental clinic opening serving vulnerable populations.,video/audio transcript
2026-01-30,Q1-2026,Донбасс решает,Donetsk (DPR);Kherson,,,Reports Supreme Court bill to count judicial work in annexed regions as double time service.,text post
2026-01-30,Q1-2026,Донбасс решает,Donetsk (DPR);Kherson,Identity Culture and Religion,,Reports President Putin signed law extending transitional period for cultural heritage protection in annexed regions until 2028.,text post
2026-01-30,Q1-2026,Донбасс решает,Donetsk (DPR);Zaporizhzhia,Front / SVO (non-Hub),,Announces Russian forces captured Ternovate in Zaporizhzhia and Berestok in Donetsk.,text post
2026-01-30,Q1-2026,Донбасс решает,Crimea/Sevastopol,,evacuation,"Posts historical biography of Valentin Kofman, chief surgeon during Odessa and Sevastopol sieges.",text post
2026-01-30,Q1-2026,Железная логика,Crimea/Sevastopol,,,Critiques UN inconsistency applying self-determination to Greenland versus Crimea autonomy status.,video/audio transcript
2026-01-30,Q1-2026,"За Союз России, Белоруссии и Новороссии",Zaporizhzhia,Front / SVO (non-Hub),,Announces Ternovate in Zaporizhzhia liberated from Ukrainian occupation.,text post
2026-01-30,Q1-2026,"За Союз России, Белоруссии и Новороссии",Donetsk (DPR);Zaporizhzhia,Front / SVO (non-Hub),,Reports Defence Ministry says Berystok and Rechne in Zaporizhzhia oblast liberated.,text post
2026-01-30,Q1-2026,Захар Прилепин,Donetsk (DPR),,,Recounts formation of volunteer units Oplot and Rodnya to support military operations.,video/audio transcript
2026-01-30,Q1-2026,"Здравствуйте, товарищи!",Crimea/Sevastopol,,water,"Complains about Ukraine cutting water and electricity to Crimea, questions reciprocal treatment.",video/audio transcript
2026-01-30,Q1-2026,ИЗОЛЕНТА live,Donetsk (DPR),,,Announces sports competition for youth in Donetsk city centre.,video/audio transcript
2026-01-30,Q1-2026,Канал Рихарда Вагнера / Wagner Group,Zaporizhzhia,Economics;Front / SVO (non-Hub),,Announces Russian forces captured Rechne in Zaporizhzhia oblast.,text post
2026-01-30,Q1-2026,Канал Рихарда Вагнера / Wagner Group,Zaporizhzhia,Economics;Front / SVO (non-Hub),,Claims Russian forces captured Ternovatoe in Zaporizhzhia oblast.,video/audio transcript
2026-01-30,Q1-2026,Крылатые,Zaporizhzhia,Front / SVO (non-Hub),strikes on military targets,Reports 11th Airborne Brigade captured Novoyakovlivka settlement in Zaporizhzhia oblast.,text post
2026-01-30,Q1-2026,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,Accountability and Legal,,Reports Crimean prosecutors investigating alleged social media violations and potential wrongdoing.,video/audio transcript
2026-01-30,Q1-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Civilian Life,,"Reports Mariupol boxer wins three matches at championship in Caspian city, securing tournament victory.",video/audio transcript
2026-01-30,Q1-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Civilian Life;Education and Militarisation,,Reports on development of Muay Thai boxing training at sports school in Mariupol.,video/audio transcript
2026-01-30,Q1-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Front / SVO (non-Hub),,Reports interior ministry reviewed 2025 law enforcement performance and adopted public order plan for transition period completion.,video/audio transcript
2026-01-30,Q1-2026,МАРИУПОЛЬ 24,Donetsk (DPR),,,Reports Donetsk adult team placed third in Dagestan competition and received trophy.,video/audio transcript
2026-01-30,Q1-2026,Марочко Live,Donetsk (DPR),,,Thanks military expert and LNR sublieutenant Marochka for participation in broadcast.,video/audio transcript
2026-01-30,Q1-2026,Место встречи,Crimea/Sevastopol,,,States that self-determination principle does not apply to Crimea and Donbas.,video/audio transcript
2026-01-30,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),Civilian Life,heating;reconstruction,Reports modular boilers activated and repaired in Alchevsk with 140 specialists working on restoration efforts.,text post
2026-01-30,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),Civilian Life,,Reports social support programmes providing assistance to vulnerable populations in affected communities.,text post
2026-01-30,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),,,Reports Nipah virus transmission via mango fruit contacted by fruit bats.,text post
2026-01-30,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),Economics,mobilisation and conscription,"Recruitment advertisement highlights stable pay, benefits and advancement for contract military service.",text post
2026-01-30,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),,,Announces digital game featuring Lugansky bloggers in Tamagotchi-style interface format.,text post
2026-01-30,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),,,Reports Peskov claimed Trump requested Putin abstain from strikes until 1 February for negotiations.,video/audio transcript
2026-01-30,Q1-2026,На свяZи СеVастополь,Zaporizhzhia,Front / SVO (non-Hub),,Announces Russian army captured Ternovatoe in Zaporizhzhia oblast; claims Ukrainian forces retreating westward.,video/audio transcript
2026-01-30,Q1-2026,Повёрнутые на Z войне 🇷🇺,Zaporizhzhia,,,Reports 36th Guards Motor Rifle Brigade captured Ternovate in Zaporizhzhia.,video/audio transcript
2026-01-30,Q1-2026,Радио Sputnik,,Identity Culture and Religion;Education and Militarisation,youth militarisation and education,Asserts majority of annexed territory residents identify with Russian culture and civilisation.,video/audio transcript
2026-01-30,Q1-2026,Радио Sputnik,Crimea/Sevastopol,Accountability and Legal,,Fragment discussing constitutional recognition of distinct Crimean community identity and historical self-perception.,video/audio transcript
2026-01-30,Q1-2026,Репортёр Руденко V,Zaporizhzhia,Front / SVO (non-Hub),,Announces Russian forces captured Rechne in Zaporizhzhia oblast.,text post
2026-01-30,Q1-2026,Репортёр Руденко V,Zaporizhzhia,Front / SVO (non-Hub),,Announces Russian military captured Berestok in Donetsk and Ternovatoe in Zaporizhzhia oblast.,text post
2026-01-30,Q1-2026,СВЕЖЕСТИ,Crimea/Sevastopol,,,Voiceover repeatedly mentions Sevastopol and Kazakhstan with no substantive content provided.,video/audio transcript
2026-01-30,Q1-2026,Сергей Миронов,Donetsk (DPR),,,Smirnov will monitor situation affecting thousands of DNR vehicle owners.,video/audio transcript
2026-01-30,Q1-2026,Сергей Михеев,Crimea/Sevastopol,,,Critiques UN Secretary-General for applying self-determination inconsistently to Greenland and Crimea.,video/audio transcript
2026-01-30,Q1-2026,Сергей Михеев,Crimea/Sevastopol,,,Critiques UN inconsistency applying self-determination principle to Greenland but not Crimea.,video/audio transcript
2026-01-30,Q1-2026,Сладков +,Crimea/Sevastopol,Civilian Life;Front / SVO (non-Hub),strikes on military targets,Reports combat operations in Crimea region with air defence activity mentioned.,text post
2026-01-30,Q1-2026,Телеканал 360,Zaporizhzhia,Governance;Economics;Civilian Life;Identity Culture and Religion;Education and Militarisation;Coercion Resistance and Security;Accountability and Legal;Front / SVO (non-Hub),collaborator security;electricity and power;mobilisation and conscription;reconstruction;strikes on civilians,Reports investment presentation on economic cooperation between Russia and foreign states 5 February.,video/audio transcript
2026-01-30,Q1-2026,Телеканал «Миллет»,Crimea/Sevastopol,,,Trivial question about top-three Crimean locations; fragment only.,video/audio transcript
2026-01-30,Q1-2026,Телеканал «Миллет»,Crimea/Sevastopol,Identity Culture and Religion,,Fragment about Muslim minister serving 14 years in church; mentions museum dedicated to person in Turkey.,video/audio transcript
